,Date of sale,Address,Price,No. rooms,Living area,Plot size
0, 23 november 2017,Sjöhåla 580, 3100000kr,5rum,"('94', '87')",1068m² 
1, 18 november 2017,Galeasgatan 15, 3850000kr,5rum,"('103', '64')",610m² 
2, 17 november 2017,Västerhöjdsvägen 36, 4000000kr,5rum,"('107', '')",258m² 
3, 16 november 2017,Gråstensvägen 19, 3200000kr,5rum,"('94', '')",1197m² 
4, 16 november 2017,Hägnan 135, 8800000kr,6rum,"('235', '')",104335m² 
5, 15 november 2017,Rishammarvägen 17, 4375000kr,6rum,"('120', '80')",1142m² 
6, 10 november 2017,Nygatan 14, 10800000kr,6rum,"('167', '80')",677m² 
7, 5 november 2017,Granndalen 7, 1875000kr,2rum,"('50', '')",1465m² 
8, 1 november 2017,Skårby 670, 3000000kr,6rum,"('143', '')",4813m² 
9, 1 november 2017,Kodevägen 3, 4300000kr,7rum,"('150', '50')",2025m² 
10, 31 oktober 2017,Årsnäs 290, 4500000kr,6rum,"('145', '')",249m² 
11, 31 oktober 2017,Staby 350, 4950000kr,5rum,"('167', '')",2558m² 
12, 27 oktober 2017,Vråstigen 6, 2425000kr,4rum,"('110', '80')",911m² 
13, 27 oktober 2017,Bergkristallvägen 23, 2475000kr,3rum,"('100', '')",1453m² 
14, 26 oktober 2017,Gatan 9, 4780000kr,5rum,"('130', '')",504m² 
15, 23 oktober 2017,Kållen 160, 7900000kr,10rum,"('325', '82')",359m² 
16, 21 oktober 2017,Fredkullagatan 8, 1650000kr,4rum,"('88', '')",1819m² 
17, 20 oktober 2017,Jakobsvägen 7, 7160000kr,6rum,"('175', '100')",741m² 
18, 20 oktober 2017,Mjölnarvägen 13, 5475000kr,3rum,"('188', '')",1324m² 
19, 16 oktober 2017,Klövergången 15, 3965000kr,7rum,"('158', '59')",899m² 
20, 13 oktober 2017,Ryr 130, 4150000kr,4rum,"('125', '')",401m² 
21, 13 oktober 2017,Röd 140, 2495000kr,5rum,"('100', '20')",450m² 
22, 13 oktober 2017,Smaragdvägen 48, 1600000kr,5rum,"('80', '20')",2270m² 
23, 12 oktober 2017,Ulvesund 405, 3400000kr,4rum,"('122', '11')",2052m² 
24, 12 oktober 2017,Åsebyberg 853, 3700000kr,5rum,"('133', '')",368m² 
25, 10 oktober 2017,Toftebergsvägen 2, 2670000kr,3rum,"('72', '')",681m² 
26, 9 oktober 2017,Kärnavägen 4, 4150000kr,5rum,"('137', '')",1462m² 
27, 6 oktober 2017,Enekullsvägen 28, 3700000kr,5rum,"('84', '')",1085m² 
28, 5 oktober 2017,Skårshöjd 8, 4100000kr,7rum,"('110', '90')",860m² 
29, 5 oktober 2017,Lundby 280, 4100000kr,4rum,"('125', '18')",789m² 
30, 3 oktober 2017,Rosenstensvägen 3, 2700000kr,5rum,"('120', '40')",900m² 
31, 2 oktober 2017,Bräcke 330, 3250000kr,4rum,"('85', '')",2056m² 
32, 29 september 2017,Ulvesund 419, 4000000kr,6rum,"('143', '')",458m² 
33, 25 september 2017,Bergåsvägen 23, 2800000kr,4rum,"('86', '')",1188m² 
34, 22 september 2017,Vävra 710, 2710000kr,2rum,"('65', '')",688m² 
35, 21 september 2017,Trätäljagatan 2, 4575000kr,5rum,"('131', '37')",1267m² 
36, 20 september 2017,Torp 340, 3650000kr,5rum,"('100', '100')",4794m² 
37, 20 september 2017,Åkerhögsvägen 17, 5875000kr,9rum,"('147', '147')",937m² 
38, 14 september 2017,Rävo 170, 4950000kr,4rum,"('117', '')",960m² 
39, 10 september 2017,Törnrosgatan 5, 4325000kr,6rum,"('127', '100')",21023m² 
40, 8 september 2017,Snäckliden 13, 4575000kr,6rum,"('155', '20')",1824m² 
41, 7 september 2017,Sjöhåla 170, 7150000kr,5rum,"('165', '60')",4627m² 
42, 7 september 2017,Duvesjön 308, 4555000kr,6rum,"('195', '')",1075m² 
43, 5 september 2017,Hermelingatan 11, 2800000kr,4rum,"('48', '33')",1590m² 
44, 1 september 2017,Flädervägen 14, 4820000kr,4rum,"('100', '')",602m² 
45, 31 augusti 2017,Solberga 900, 3550000kr,5rum,"('124', '72')",2035m² 
46, 30 augusti 2017,Rishammar 260, 3295000kr,4rum,"('121', '')",916m² 
47, 29 augusti 2017,Skurhagagatan 4, 5300000kr,5rum,"('126', '')",548m² 
48, 28 augusti 2017,Domsvägen 4, 3450000kr,5rum,"('105', '')",476m² 
49, 24 augusti 2017,Åldermansvägen 9, 2500000kr,4rum,"('123', '')",1107m² 
50, 29 november 2013,Västerhöjdsvägen 24, 2525000kr,7rum,"('154', '86')",2982m² 
51, 29 november 2013,Gränd 9, 2750000kr,7rum,"('190', '75')",798m² 
52, 27 november 2013,Åldermansvägen 12, 2150000kr,5rum,"('98', '77')",858m² 
53, 25 november 2013,Lundby 380, 3600000kr,5rum,"('174', '74')",1119m² 
54, 15 november 2013,Oskarsbergsgatan 34, 4160000kr,5rum,"('150', '')",596m² 
55, 15 november 2013,Fontinvägen 26, 4610000kr,4rum,"('121', '3')",422m² 
56, 13 november 2013,Jägarvägen 6, 3745000kr,5rum,"('124', '124')",909m² 
57, 12 november 2013,Komministergatan 16, 2900000kr,4rum,"('140', '')",1818m² 
58, 11 november 2013,Fredkullagatan 24, 3020000kr,4rum,"('119', '48')",773m² 
59, 4 november 2013,Ulvesund 305, 4675000kr,6rum,"('166', '63')",1083m² 
60, 31 oktober 2013,Vävra 535, 2200000kr,5rum,"('159', '16')",564m² 
61, 25 oktober 2013,Åsleröd 110, 5100000kr,7rum,"('175', '100')",723m² 
62, 22 oktober 2013,Rundsvallen 150, 2440000kr,4rum,"('80', '40')",918m² 
63, 18 oktober 2013,Krappvägen 574, 2690000kr,7rum,"('154', '')",775m² 
64, 18 oktober 2013,Staby 774, 1460000kr,3rum,"('60', '')",1069m² 
65, 11 oktober 2013,Glose 590, 1555000kr,3rum,"('57', '57')",975m² 
66, 11 oktober 2013,Svärdgatan 6, 2850000kr,5rum,"('142', '15')",1440m² 
67, 11 oktober 2013,Drakegatan 8, 4845000kr,5rum,"('170', '29')",807m² 
68, 9 oktober 2013,Hällevad 140, 2740000kr,4rum,"('121', '')",1127m² 
69, 8 oktober 2013,Holm 230, 1850000kr,5rum,"('108', '57')",1799m² 
70, 8 oktober 2013,Braseröd 120, 3560000kr,5rum,"('137', '8')",392m² 
71, 3 oktober 2013,Lahälla 760, 3400000kr,4rum,"('121', '39')",853m² 
72, 18 september 2013,Olsegården 13, 2955000kr,6rum,"('144', '58')",2077m² 
73, 13 september 2013,Heden 180, 3700000kr,6rum,"('155', '7')",2861m² 
74, 9 september 2013,Brunnefjäll 132, 1895000kr,4rum,"('108', '8')",7164m² 
75, 30 augusti 2013,Kållstorp 140, 4500000kr,5rum,"('181', '60')",2559m² 
76, 30 augusti 2013,Rönnvägen 14, 3280000kr,5rum,"('140', '32')",375m² 
77, 28 augusti 2013,Ängsgatan 13, 2500000kr,3rum,"('60', '57')",2279m² 
78, 28 augusti 2013,Marielundsvägen 16, 4490000kr,6rum,"('220', '')",1076m² 
79, 27 augusti 2013,Kuskalundsvägen 12, 1360000kr,5rum,"('110', '')",3436m² 
80, 26 augusti 2013,Vävra 705, 2710000kr,6rum,"('109', '109')",1059m² 
81, 20 augusti 2013,Rönnvägen 1, 2550000kr,4rum,"('111', '92')",564m² 
82, 15 augusti 2013,Slånvägen 5, 3230000kr,4rum,"('5', '')",414m² 
83, 15 augusti 2013,Dalen 240, 4500000kr,5rum,"('163', '')",702m² 
84, 15 augusti 2013,Duvesjön 210, 1835000kr,4rum,"('87', '')",1379m² 
85, 13 augusti 2013,Duvesjön 234, 2450000kr,4rum,"('118', '11')",1206m² 
86, 5 augusti 2013,Åsebyberg 680, 2250000kr,5rum,"('98', '71')",941m² 
87, 22 juli 2013,Ulvesund 408, 3550000kr,9rum,"('207', '209')",2017m² 
88, 18 juli 2013,Karantänsgatan 4, 1750000kr,3rum,"('85', '')",2611m² 
89, 9 juli 2013,Skogsvägen 20, 2750000kr,5rum,"('133', '')",1768m² 
90, 3 juli 2013,Rörtången 123, 3000000kr,4rum,"('119', '')",1147m² 
91, 25 juni 2013,Toreby 280, 1550000kr,2rum,"('51', '')",1206m² 
92, 18 juni 2013,Kållstorp 140, 1600000kr,3rum,"('52', '')",805m² 
93, 13 juni 2013,Lievägen 224, 4000000kr,7rum,"('145', '70')",619m² 
94, 12 juni 2013,Beryllvägen 14, 1785000kr,4rum,"('101', '')",1318m² 
95, 9 juni 2013,Staby 375, 3600000kr,3rum,"('101', '70')",1010m² 
96, 31 maj 2013,Granvägen 7, 2770000kr,6rum,"('146', '')",2013m² 
97, 30 maj 2013,Årsnäs 460, 1700000kr,5rum,"('110', '')",3436m² 
98, 29 maj 2013,Trankärr 223, 3470000kr,5rum,"('122', '')",304m² 
99, 29 maj 2013,Marieberg 210, 3020000kr,5rum,"('145', '')",434m² 
100, 24 april 2022,Dotorp 260, 5400000kr,6rum,"('129', '')",1558m² 
101, 24 april 2022,Högalidsgatan 12, 5300000kr,4rum,"('100', '54')",623m² 
102, 22 april 2022,Kodevägen 15, 3600000kr,3rum,"('40', '')",2393m² 
103, 16 april 2022,Kungälvsvägen 27, 5850000kr,6rum,"('120', '34')",958m² 
104, 14 april 2022,Onyxvägen 1, 3150000kr,5rum,"('162', '9')",3245m² 
105, 14 april 2022,Kärnavägen 7, 4775000kr,6rum,"('139', '72')",2003m² 
106, 13 april 2022,Åsebyberg 735, 6450000kr,7rum,"('147', '123')",816m² 
107, 13 april 2022,Lagvägen 4, 4525000kr,6rum,"('133', '')",1301m² 
108, 13 april 2022,Marielundsvägen 12, 4950000kr,6rum,"('155', '')",243m² 
109, 13 april 2022,Gräsgången 5, 4400000kr,7rum,"('97', '133')",818m² 
110, 4 april 2022,Åsebyberg 883, 3995000kr,7rum,"('158', '21')",786m² 
111, 3 april 2022,Åsebyberg 755, 6200000kr,5rum,"('129', '20')",1362m² 
112, 30 mars 2022,Strandgatan 3, 5630000kr,5rum,"('74', '')",816m² 
113, 30 mars 2022,Matskärsvägen 6, 5400000kr,3rum,"('121', '')",854m² 
114, 30 mars 2022,Prejelvägen 103, 4600000kr,4rum,"('96', '')",343m² 
115, 30 mars 2022,Vävra 425, 4630000kr,4rum,"('75', '40')",961m² 
116, 25 mars 2022,Briljantvägen 30, 3900000kr,3rum,"('111', '61')",650m² 
117, 25 mars 2022,Hallsbergsvägen 12, 6000000kr,5rum,"('155', '19')",521m² 
118, 17 mars 2022,Rönnvägen 22, 6300000kr,7rum,"('106', '')",372m² 
119, 16 mars 2022,Galärgatan 8, 5380000kr,4rum,"('165', '50')",1193m² 
120, 15 mars 2022,Bergkristallvägen 3, 7650000kr,5rum,"('143', '')",520m² 
121, 15 mars 2022,Storskiftegatan 17, 5400000kr,6rum,"('150', '15')",1639m² 
122, 15 mars 2022,Dammen 135, 5800000kr,6rum,"('108', '70')",823m² 
123, 11 mars 2022,Rondan 19, 5000000kr,5rum,"('119', '62')",655m² 
124, 10 mars 2022,Tvetgatan 289, 4700000kr,5rum,"('125', '9')",527m² 
125, 10 mars 2022,Östergårdsgatan 20, 5460000kr,4rum,"('111', '')",165m² 
126, 10 mars 2022,Glose 660, 4600000kr,4rum,"('90', '20')",4698m² 
127, 9 mars 2022,Häljeröd 170, 3200000kr,4rum,"('60', '60')",1927m² 
128, 9 mars 2022,Hallsbergsvägen 7, 5400000kr,5rum,"('130', '9')",127m² 
129, 9 mars 2022,Grandalen 200, 4440000kr,3rum,"('70', '')",1225m² 
130, 7 mars 2022,Fontinvägen 23, 3450000kr,6rum,"('83', '')",470m² 
131, 6 mars 2022,Lefstadvägen 35, 8000000kr,9rum,"('262', '')",636m² 
132, 4 mars 2022,Åkerhög 394, 8800000kr,6rum,"('133', '65')",1154m² 
133, 3 mars 2022,Åsebyberg 868, 5720000kr,3rum,"('60', '')",1703m² 
134, 3 mars 2022,Signehög 360, 3330000kr,5rum,"('105', '53')",967m² 
135, 3 mars 2022,Hammarberg 895, 5300000kr,4rum,"('102', '48')",13432m² 
136, 24 februari 2022,Sundhammarsvägen 480, 5750000kr,7rum,"('172', '85')",3363m² 
137, 21 februari 2022,Kungälvsvägen 9, 5450000kr,4rum,"('115', '21')",1937m² 
138, 19 februari 2022,Murhammarvägen 17, 4290000kr,6rum,"('168', '75')",1402m² 
139, 18 februari 2022,Mjölnarvägen 3, 5900000kr,5rum,"('127', '61')",1255m² 
140, 17 februari 2022,Gunneröd 320, 5700000kr,4rum,"('99', '')",357m² 
141, 16 februari 2022,Gårdskiftegatan 64, 4905000kr,7rum,"('148', '')",1262m² 
142, 14 februari 2022,Lahälla 610, 7250000kr,4rum,"('154', '')",4234m² 
143, 12 februari 2022,Plogvägen 203, 6400000kr,5rum,"('78', '68')",2771m² 
144, 9 februari 2022,Torget 10, 3825000kr,4rum,"('67', '')",1997m² 
145, 8 februari 2022,Solskiftegatan 9, 3360000kr,6rum,"('167', '13')",2290m² 
146, 3 februari 2022,Högsberg 325, 6475000kr,5rum,"('65', '88')",1000m² 
147, 28 januari 2022,Matskärsvägen 37, 5555000kr,5rum,"('168', '')",2496m² 
148, 28 januari 2022,Flateby 490, 7300000kr,7rum,"('137', '')",534m² 
149, 27 januari 2022,Ryr 590, 4500000kr,6rum,"('145', '')",1144m² 
150, 8 april 2016,Plogvägen 193, 3150000kr,5rum,"('139', '31')",803m² 
151, 6 april 2016,Näckrosvägen 7, 3200000kr,4rum,"('160', '82')",2098m² 
152, 4 april 2016,Sköldgatan 3, 5450000kr,6rum,"('122', '9')",295m² 
153, 29 mars 2016,Duvesjön 368, 4480000kr,4rum,"('113', '')",134m² 
154, 24 mars 2016,Ryr 340, 3970000kr,5rum,"('140', '58')",958m² 
155, 24 mars 2016,Björkliden 18, 3850000kr,7rum,"('100', '')",1662m² 
156, 23 mars 2016,Kärnavägen 27, 3250000kr,3rum,"('83', '48')",1430m² 
157, 22 mars 2016,Dotorp 470, 3530000kr,4rum,"('165', '67')",1030m² 
158, 21 mars 2016,Väg 18, 1995000kr,6rum,"('90', '')",1007m² 
159, 18 mars 2016,Stenhålt 125, 2500000kr,4rum,"('106', '')",407m² 
160, 17 mars 2016,Hasselvägen 7, 3925000kr,5rum,"('148', '75')",1553m² 
161, 16 mars 2016,Skårsäng 2, 4220000kr,5rum,"('136', '')",443m² 
162, 11 mars 2016,Tegskiftegatan 46, 4150000kr,3rum,"('117', '35')",1132m² 
163, 9 mars 2016,Mosse 895, 3225000kr,6rum,"('144', '12')",952m² 
164, 8 mars 2016,Duvesjön 317, 2900000kr,3rum,"('60', '60')",1050m² 
165, 4 mars 2016,Staby 340, 2470000kr,6rum,"('150', '30')",862m² 
166, 2 mars 2016,Tulpanvägen 4, 3730000kr,7rum,"('70', '')",19948m² 
167, 29 februari 2016,Östergårdsgatan 31, 1580000kr,5rum,"('73', '')",1498m² 
168, 24 februari 2016,Oskarsbergsgatan 20, 2000000kr,8rum,"('157', '38')",5000m² 
169, 24 februari 2016,Byvägen 20, 3275000kr,5rum,"('134', '48')",977m² 
170, 24 februari 2016,Reidarsgatan 5, 3410000kr,5rum,"('114', '')",865m² 
171, 23 februari 2016,Slånbärsvägen 9, 3195000kr,6rum,"('114', '117')",1583m² 
172, 20 februari 2016,Ulvesund 438, 4100000kr,6rum,"('156', '')",1084m² 
173, 19 februari 2016,Bredsten 416, 3500000kr,6rum,"('103', '')",1207m² 
174, 17 februari 2016,Station 520, 3150000kr,6rum,"('159', '125')",783m² 
175, 15 februari 2016,Vena 170, 4500000kr,4rum,"('118', '70')",809m² 
176, 11 februari 2016,Granndalen 2, 3500000kr,6rum,"('154', '54')",929m² 
177, 10 februari 2016,Hanekullen 205, 3880000kr,4rum,"('120', '68')",1642m² 
178, 9 februari 2016,Smaragdvägen 30, 4020000kr,5rum,"('64', '25')",686m² 
179, 29 januari 2016,Hallbjörtorp 500, 2600000kr,6rum,"('119', '57')",855m² 
180, 26 januari 2016,Mantalsgatan 26, 2650000kr,5rum,"('140', '')",760m² 
181, 24 januari 2016,Skepparegatan 5, 5350000kr,6rum,"('90', '')",26920m² 
182, 22 januari 2016,Spadvägen 1, 3150000kr,4rum,"('158', '14')",1060m² 
183, 19 januari 2016,Timmervik 140, 6800000kr,2rum,"('117', '55')",2650m² 
184, 18 januari 2016,Häljeröd 490, 2995000kr,5rum,"('183', '1')",1619m² 
185, 18 januari 2016,Näckrosvägen 7, 3700000kr,6rum,"('114', '')",1885m² 
186, 16 januari 2016,Duvesjön 374, 2175000kr,7rum,"('90', '90')",362m² 
187, 13 januari 2016,Blåsippegatan 3, 3900000kr,9rum,"('131', '14')",2752m² 
188, 13 januari 2016,Heavägen 13, 3430000kr,3rum,"('162', '')",1922m² 
189, 12 januari 2016,Mossvägen 13, 4070000kr,7rum,"('153', '54')",474m² 
190, 10 januari 2016,Olserödsgatan 16, 4570000kr,9rum,"('184', '25')",1236m² 
191, 5 januari 2016,Lundby 330, 8000000kr,4rum,"('75', '40')",1119m² 
192, 22 december 2015,Tega 190, 2970000kr,6rum,"('180', '45')",4355m² 
193, 8 december 2015,Prästvägen 721, 3695000kr,4rum,"('205', '100')",1300m² 
194, 6 december 2015,Guntorpsvägen 12, 4975000kr,4rum,"('110', '')",1000m² 
195, 2 december 2015,Vetegången 15, 1200000kr,5rum,"('182', '')",579m² 
196, 26 november 2015,Vävra 470, 3150000kr,4rum,"('121', '')",970m² 
197, 26 november 2015,Källeröd 140, 4600000kr,9rum,"('96', '10')",1376m² 
198, 23 november 2015,Lingonvägen 24, 3300000kr,7rum,"('118', '')",238m² 
199, 17 november 2015,Rishammarvägen 14, 2600000kr,8rum,"('123', '33')",1870m² 
200, 26 oktober 2021,Tyftervägen 30, 4300000kr,4rum,"('223', '129')",1154m² 
201, 20 oktober 2021,Strandgatan 1, 4175000kr,5rum,"('210', '60')",1096m² 
202, 20 oktober 2021,Bremnäs 520, 4500000kr,7rum,"('139', '70')",1039m² 
203, 19 oktober 2021,Halleravägen 2, 5900000kr,6rum,"('124', '')",403m² 
204, 14 oktober 2021,Prästvägen 395, 4130000kr,5rum,"('160', '10')",3244m² 
205, 13 oktober 2021,Holmängen 150, 4800000kr,6rum,"('103', '143')",1769m² 
206, 12 oktober 2021,Broberg 190, 3750000kr,6rum,"('142', '')",334m² 
207, 6 oktober 2021,Hallbjörtorp 500, 6000000kr,3rum,"('168', '84')",795m² 
208, 6 oktober 2021,Bokvägen 5, 5650000kr,4rum,"('61', '40')",1683m² 
209, 6 oktober 2021,Byvägen 38, 6500000kr,6rum,"('120', '58')",640m² 
210, 1 oktober 2021,Safirvägen 5, 2700000kr,4rum,"('44', '')",3048m² 
211, 1 oktober 2021,Skårby 590, 6175000kr,4rum,"('83', '')",1183m² 
212, 1 oktober 2021,Älggatan 20, 2675000kr,6rum,"('212', '')",4712m² 
213, 30 september 2021,Målardalen 210, 5561000kr,5rum,"('117', '60')",1276m² 
214, 30 september 2021,Häljeröd 385, 7200000kr,5rum,"('67', '')",1755m² 
215, 30 september 2021,Halleravägen 17, 5400000kr,7rum,"('162', '')",2752m² 
216, 29 september 2021,Skolstigen 4, 2075000kr,4rum,"('89', '89')",636m² 
217, 27 september 2021,Toreby 390, 6150000kr,2rum,"('30', '')",1266m² 
218, 25 september 2021,Kulperödsvägen 39, 6800000kr,4rum,"('187', '')",765m² 
219, 24 september 2021,Kastellegårdsvägen 240, 2680000kr,9rum,"('107', '10')",1132m² 
220, 24 september 2021,Munkegärdegatan 231, 4720000kr,7rum,"('35', '')",1501m² 
221, 21 september 2021,Lievägen 226, 4300000kr,5rum,"('95', '')",3056m² 
222, 20 september 2021,Betesgatan 14, 1250000kr,4rum,"('130', '26')",152m² 
223, 17 september 2021,Broberg 130, 4120000kr,7rum,"('149', '71')",2639m² 
224, 16 september 2021,Matskärsvägen 36, 3325000kr,5rum,"('201', '')",1215m² 
225, 16 september 2021,Hermansby 150, 5000000kr,5rum,"('74', '18')",763m² 
226, 16 september 2021,Poppelvägen 3, 5825000kr,4rum,"('174', '74')",1819m² 
227, 15 september 2021,Kärrhed 177, 5110000kr,4rum,"('115', '78')",1060m² 
228, 14 september 2021,Domsvägen 5, 6700000kr,5rum,"('124', '37')",1192m² 
229, 13 september 2021,Ulvesund 414, 4720000kr,6rum,"('129', '')",1391m² 
230, 11 september 2021,Älggatan 16, 4445000kr,5rum,"('108', '55')",1395m² 
231, 8 september 2021,Kungälvsvägen 60, 2800000kr,6rum,"('110', '80')",726m² 
232, 8 september 2021,Olserödsgatan 116, 4210000kr,5rum,"('155', '40')",392m² 
233, 8 september 2021,Lefstad 370, 4725000kr,3rum,"('149', '')",752m² 
234, 6 september 2021,Tjuvkil 310, 6190000kr,6rum,"('170', '10')",2400m² 
235, 6 september 2021,Bäckliden 10, 6400000kr,5rum,"('133', '')",1077m² 
236, 5 september 2021,Tronnum 260, 7475000kr,5rum,"('60', '')",2397m² 
237, 3 september 2021,Rishammarvägen 12, 4995000kr,7rum,"('110', '110')",234m² 
238, 2 september 2021,Åkerhög 410, 3125000kr,6rum,"('126', '')",800m² 
239, 2 september 2021,Grandalen 110, 5600000kr,6rum,"('106', '48')",1429m² 
240, 1 september 2021,Kållen 140, 3470000kr,4rum,"('150', '')",1043m² 
241, 1 september 2021,Kärnavägen 1, 4600000kr,5rum,"('95', '45')",744m² 
242, 31 augusti 2021,Hamngatan 3, 5550000kr,5rum,"('44', '')",1114m² 
243, 30 augusti 2021,Kvarnvägen 41, 5775000kr,3rum,"('122', '21')",725m² 
244, 27 augusti 2021,Åseby 120, 1625000kr,6rum,"('102', '')",1759m² 
245, 27 augusti 2021,Byvägen 63, 4375000kr,7rum,"('150', '34')",1027m² 
246, 27 augusti 2021,Toftåsen 3, 3650000kr,3rum,"('105', '64')",1320m² 
247, 25 augusti 2021,Gullbringa 110, 6150000kr,7rum,"('85', '')",500m² 
248, 25 augusti 2021,Skäggstorp 180, 6100000kr,4rum,"('122', '72')",1229m² 
249, 24 augusti 2021,Källeröd 166, 3800000kr,2rum,"('169', '79')",747m² 
250, 20 maj 2020,Skårshöjd 8, 5900000kr,4rum,"('106', '')",842m² 
251, 19 maj 2020,Lievägen 245, 7700000kr,8rum,"('185', '26')",1121m² 
252, 18 maj 2020,Flädervägen 17, 3500000kr,6rum,"('147', '')",2207m² 
253, 16 maj 2020,Duvesjön 230, 6000000kr,5rum,"('66', '')",668m² 
254, 14 maj 2020,Olserödsgatan 128, 5000000kr,6rum,"('96', '25')",620m² 
255, 13 maj 2020,Instölid 33, 2300000kr,3rum,"('159', '90')",1194m² 
256, 13 maj 2020,Tjällviksvägen 4, 3200000kr,5rum,"('144', '76')",968m² 
257, 12 maj 2020,Grokareby 130, 4300000kr,6rum,"('111', '45')",19952m² 
258, 12 maj 2020,Häljeröd 280, 6100000kr,6rum,"('157', '')",1750m² 
259, 12 maj 2020,Älggatan 6, 3650000kr,2rum,"('91', '71')",1235m² 
260, 11 maj 2020,Hemmansgatan 2, 5950000kr,6rum,"('104', '')",2068m² 
261, 10 maj 2020,Röd 130, 3825000kr,6rum,"('137', '36')",1353m² 
262, 6 maj 2020,Bergåsvägen 17, 3750000kr,4rum,"('180', '')",988m² 
263, 6 maj 2020,Åseby 170, 5975000kr,4rum,"('52', '')",921m² 
264, 6 maj 2020,Hammar 150, 4300000kr,4rum,"('126', '')",487m² 
265, 6 maj 2020,Tvetgatan 289, 2450000kr,4rum,"('140', '40')",332m² 
266, 5 maj 2020,Prästvägen 238, 4295000kr,3rum,"('111', '')",1091m² 
267, 5 maj 2020,Hammarberg 880, 3700000kr,2rum,"('110', '')",1388m² 
268, 4 maj 2020,Källeröd 168, 5150000kr,6rum,"('119', '')",841m² 
269, 1 maj 2020,Tjällviksvägen 14, 3600000kr,7rum,"('150', '39')",822m² 
270, 30 april 2020,Ingetorp 190, 4450000kr,4rum,"('55', '')",6284m² 
271, 29 april 2020,Bokvägen 8, 4650000kr,8rum,"('74', '')",3235m² 
272, 29 april 2020,Önneröd 145, 3950000kr,5rum,"('200', '26')",1021m² 
273, 28 april 2020,Skårby 774, 2650000kr,6rum,"('199', '24')",1170m² 
274, 28 april 2020,Lerskärsvägen 11, 3825000kr,3rum,"('111', '')",1054m² 
275, 28 april 2020,Löstorp 120, 3700000kr,6rum,"('179', '')",1945m² 
276, 28 april 2020,Flädervägen 48, 3375000kr,4rum,"('136', '15')",640m² 
277, 27 april 2020,Lievägen 232, 4800000kr,5rum,"('126', '49')",1391m² 
278, 25 april 2020,Fjellsholmen 33, 4200000kr,5rum,"('101', '')",108m² 
279, 24 april 2020,Vitsten 210, 4600000kr,7rum,"('106', '104')",127m² 
280, 24 april 2020,Orrstigen 8, 3500000kr,3rum,"('95', '65')",1401m² 
281, 23 april 2020,Bufferöd 150, 4725000kr,6rum,"('102', '49')",2037m² 
282, 22 april 2020,Dösebacka 310, 1895000kr,4rum,"('130', '9')",1000m² 
283, 22 april 2020,Tegskiftegatan 20, 3600000kr,4rum,"('177', '')",3032m² 
284, 21 april 2020,Fjällsholmen 360, 3700000kr,8rum,"('71', '')",2160m² 
285, 19 april 2020,Glöskär 640, 5400000kr,4rum,"('126', '')",635m² 
286, 18 april 2020,Lundby 502, 2450000kr,7rum,"('138', '4')",1030m² 
287, 17 april 2020,Helgonagatan 50, 4395000kr,6rum,"('70', '12')",2155m² 
288, 17 april 2020,Heavägen 15, 4150000kr,7rum,"('170', '40')",1065m² 
289, 16 april 2020,Klåverön 460, 2860000kr,5rum,"('110', '')",1313m² 
290, 7 april 2020,Dannemarksgatan 42, 6650000kr,4rum,"('151', '')",823m² 
291, 3 april 2020,Dösebacka 630, 4800000kr,3rum,"('63', '19')",257m² 
292, 3 april 2020,Bergsgatan 2, 5300000kr,6rum,"('93', '100')",412m² 
293, 2 april 2020,Flateby 120, 2750000kr,6rum,"('182', '10')",1191m² 
294, 2 april 2020,Väktaregatan 9, 3620000kr,4rum,"('134', '5')",361m² 
295, 2 april 2020,Lundby 220, 5455000kr,6rum,"('108', '18')",1209m² 
296, 2 april 2020,Bremnäs 450, 5420000kr,3rum,"('50', '')",880m² 
297, 1 april 2020,Skrivarevägen 6, 7900000kr,3rum,"('128', '')",949m² 
298, 1 april 2020,Gunneröd 130, 1200000kr,7rum,"('130', '130')",969m² 
299, 1 april 2020,Bastövägen 12, 4220000kr,4rum,"('116', '')",1780m² 
300, 7 juli 2018,Kuskalundsvägen 39, 4550000kr,4rum,"('102', '97')",3456m² 
301, 6 juli 2018,Korpedalsvägen 3, 5710000kr,6rum,"('102', '102')",1299m² 
302, 6 juli 2018,Nämndemansvägen 13, 3450000kr,4rum,"('62', '')",4214m² 
303, 6 juli 2018,Ryr 450, 4525000kr,6rum,"('72', '')",2003m² 
304, 1 juli 2018,Fjällsholmen 190, 3110000kr,4rum,"('167', '20')",2041m² 
305, 30 juni 2018,Järpstigen 2, 3800000kr,6rum,"('137', '')",2303m² 
306, 21 juni 2018,Solberga 790, 3800000kr,6rum,"('117', '')",641m² 
307, 21 juni 2018,Kulperödsvägen 31, 4550000kr,8rum,"('177', '')",1407m² 
308, 15 juni 2018,Vrångholmen 150, 3890000kr,5rum,"('76', '76')",892m² 
309, 15 juni 2018,Hemmansgatan 7, 5000000kr,2rum,"('148', '')",2039m² 
310, 15 juni 2018,Bäckvägen 10, 4300000kr,4rum,"('84', '84')",538m² 
311, 14 juni 2018,Rörmossevägen 240, 4800000kr,2rum,"('118', '82')",1943m² 
312, 13 juni 2018,Lievägen 228, 2000000kr,6rum,"('167', '')",1616m² 
313, 13 juni 2018,Lökebergsvägen 18, 8600000kr,3rum,"('166', '83')",162m² 
314, 10 juni 2018,Hermansby 228, 3150000kr,5rum,"('146', '45')",1333m² 
